Produto,Descrição,"Pontos Qualificaveis","Pontos Bonificaveis","Preço Venda Sugerido","Preço Consultor","Margem Lucro na Revenda",QTD EM CASA - FECHADOS,"Valor Em Estoque","Valor Investido",QTD EM CASA - ABERTOS
TOTALL,,,,,,,133,"R$ 9.181,36","R$ 4.540,22",6
#,#,#,#,#,#,#,#,#,#,#
100,HINO´S HOLY OLEO PARA CABELOS 140ML,10.00,10.00,"R$ 32,30","R$ 16,15",100.00 %,,0,0,
105,HINO'S PLUS SHAMPOO CABELOS OLEOSOS 250ML,7.00,7.00,"R$ 24,80","R$ 12,40",100.00 %,,0,0,
106,HINO'S PLUS CONDICIONADOR CABELOS OLEOSOS 250ML,8.00,8.00,"R$ 26,20","R$ 13,10",100.00 %,,0,0,
108,HINO,7.00,7.00,"R$ 23,80","R$ 11,90",100.00 %,,0,0,
111,iLEG ÓLEO EM GEL LÍQUIDO PARA MASSAGEM 100g,21.81,21.81,"R$ 79,00","R$ 35,55",122.22 %,1,"R$ 79,00","R$ 35,55",
112,HINO´S MASCARA CAPILAR SEM ENXAGUE 150GR,4.20,4.20,"R$ 23,30","R$ 6,99",233.33 %,,0,0,
150,BLOG.IN BODY SPLASH ILUMINADOR 150ML,5.45,5.45,"R$ 35,90","R$ 8,90",303.37 %,,0,0,
164,BLOG.IN DESODORANTE COLONIA 50 ML,8.95,8.95,"R$ 59,90","R$ 14,90",302.01 %,,0,0,
200,HINO'S FACE CREME DE LIMPEZA 50G,9.00,9.00,"R$ 31,90","R$ 15,95",100.00 %,,0,0,
201,HINO´S FACE CREME HIDRATANTE E BASE 50G,9.00,9.00,"R$ 31,90","R$ 15,95",100.00 %,,0,0,
204,HINO'S FACE COLAGENO 25grs,11.00,11.00,"R$ 35,60","R$ 17,80",100.00 %,,0,0,
207,HINO'S FACE GEL ABRASIVO 25grs,9.00,9.00,"R$ 31,00","R$ 15,50",100.00 %,,0,0,
208,HINO'S FACE GEL NUTRITIVO 50grs,10.00,10.00,"R$ 33,60","R$ 16,80",100.00 %,,0,0,
210,HINO´S FACE LOCAO C/ PROPOLIS 140ml,10.00,10.00,"R$ 32,00","R$ 16,00",100.00 %,,0,0,
211,HINO´S FACE MASCARA FACIAL 50G,11.00,11.00,"R$ 35,60","R$ 17,80",100.00 %,,0,0,
214,HINO'S FACE OLEO VITAMINADO 25ml,7.00,7.00,"R$ 24,80","R$ 12,40",100.00 %,,0,0,
215,LIZ MULHER SABONETE P/ HIG INTIMA SENSUAL 150ML,5.62,5.62,"R$ 31,70","R$ 9,90",220.20 %,,0,0,
216,LIZ MULHER SABONETE P/ HIG INTIMA FRESH 150ML,5.62,5.62,"R$ 31,70","R$ 9,90",220.20 %,,0,0,
217,LIZ MULHER SABONETE HIG INTIMA FLORAL 150ML,5.62,5.62,"R$ 31,70","R$ 9,90",220.20 %,,0,0,
218,LIZ MULHER SABONETE PARA HIGIENE INTIMA 150ML,5.62,5.62,"R$ 31,70","R$ 9,90",220.20 %,,0,0,
220,NAT SKIN CREME P/ AREA DOS OLHOS 15G,9.40,9.40,"R$ 44,00","R$ 15,90",176.73 %,,0,0,
221,NAT SKIN CREME REVITALIZANTE 60G,11.87,11.87,"R$ 57,00","R$ 19,90",186.43 %,,0,0,
223,NAT SKIN LOCAO TONICA 120ML,8.60,8.60,"R$ 42,00","R$ 13,90",202.16 %,,0,0,
224,NAT SKIN LOCAO DE LIMPEZA 120ML,8.60,8.60,"R$ 42,00","R$ 13,90",202.16 %,,0,0,
225,NAT SKIN CREME FACIAL COM DMAE 60G,18.69,18.69,"R$ 112,00","R$ 29,90",274.58 %,,0,0,
226,NAT SKIN ÁCIDO GLICOLICO 6% 30ML,11.58,11.58,"R$ 62,00","R$ 18,90",228.04 %,,0,0,
227,NAT SKIN GEL FLUIDO ADSTRINGENTE FACIAL 50G,11.20,11.20,"R$ 54,00","R$ 18,90",185.71 %,,0,0,
270,HANDS LUVA DE SILICONE C/ ALOE VERA 100GR,7.00,7.61,"R$ 25,00","R$ 12,50",100.00 %,7,"R$ 175,00","R$ 87,50",2
271,JOLI OL.CREME DES.CORP. AMÊNDOAS DOCES,15.00,16.50,"R$ 54,90","R$ 27,45",100.00 %,,0,0,
272,JOLI OL.CREME DES. CORP. CACAU,15.00,16.50,"R$ 54,90","R$ 27,45",100.00 %,,0,0,
273,JOLI OL.CREME DES. CORP. CUPUAÇU,15.00,16.50,"R$ 54,90","R$ 27,45",100.00 %,3,"R$ 164,70","R$ 82,35",
275,JOLI OL.DES.CORP.AMENDOAS DOCES 140 ML,15.00,15.43,"R$ 49,90","R$ 24,95",100.00 %,,0,0,
277,JOLI OL. PERF. DES. CORP. CUPUACU 140 ML,15.00,15.43,"R$ 49,90","R$ 24,95",100.00 %,1,"R$ 49,90","R$ 24,95",
278,JOLI OLEO PERF. DES. CORP. CACAU 140 ML,15.00,15.43,"R$ 49,90","R$ 24,95",100.00 %,,0,0,
283,JOLI OL. CREME DES. CORP AVELA,15.00,16.50,"R$ 54,90","R$ 27,45",100.00 %,,0,0,
284,JOLI OLEO CORPORAL DE AVELA 140 ML,15.00,15.43,"R$ 49,90","R$ 24,95",100.00 %,,0,0,
286,JOLI ESPUMA DE BANHO AVELA 200 ML,7.00,7.28,"R$ 25,90","R$ 12,95",100.00 %,,0,0,
288,JOLI ESPUMA DE BANHO CUPUACU 200 ML,7.00,7.28,"R$ 25,90","R$ 12,95",100.00 %,1,"R$ 25,90","R$ 12,95",
290,TOQUES SUTIS CREME P/ MAOS 80G,2.94,2.94,"R$ 20,40","R$ 4,99",308.82 %,,0,0,
291,TOQUES SUTIS CREME P/ MASSAGEM 220G,5.11,5.11,"R$ 34,80","R$ 8,90",291.01 %,,0,0,
292,"TOQUES SUTIS CR.PES, JOELHOS E COTOVELOS 80G",3.35,3.35,"R$ 28,60","R$ 5,99",377.46 %,,0,0,
293,TOQUES SUTIS GEL HIGIENIZ. P/ MAOS 75G,2.89,2.89,"R$ 20,70","R$ 4,99",314.83 %,,0,0,
300,WONDERFUL OLEO PARA AS PERNAS 140 ML,9.95,9.95,"R$ 39,90","R$ 15,96",150.00 %,,0,0,
303,WONDERFUL PLUS LOÇÃO DES. P/ PERNAS E PES 140 ML,6.13,6.13,"R$ 32,30","R$ 9,90",226.26 %,,0,0,
306,HINOS WONDERFUL GLOSSY CREME P OS PES 25GRS,4.89,4.89,"R$ 22,60","R$ 7,90",186.08 %,,0,0,
309,CORPS LIGNEA GEL MASSAGEADOR REFRESCANTE 500GRS,12.99,12.99,"R$ 51,50","R$ 20,90",146.41 %,,0,0,
312,WONDERFUL GOLD OLEO PARA PERNAS 140ML,6.14,6.14,"R$ 41,90","R$ 9,90",323.23 %,,0,0,
320,HINODE LUAR CREME PARA AS MÃOS 50G,3.12,3.12,"R$ 19,20","R$ 4,99",284.77 %,,0,0,
321,HINODE LUAR GEL ESFOLIANTE CORPORAL 150G,5.72,5.72,"R$ 34,60","R$ 9,90",249.49 %,,0,0,
323,HINODE LUAR LOÇÃO HID. DESOD CORPORAL 200ML,5.88,5.88,"R$ 30,30","R$ 9,90",206.06 %,,0,0,
340,STRAX LOCAO HIDRATANTE DES. CORPORAL 240ML,13.00,13.30,"R$ 45,00","R$ 22,50",100.00 %,,0,0,
353,BRONZE EXPRESS LOCAO PROTETORA FACIAL FPS 20 60G,11.79,11.79,"R$ 54,00","R$ 19,90",171.36 %,,0,0,
356,BRONZE EXPRESS LOCAO PROTETORA FPS 15 120G,9.31,9.31,"R$ 48,00","R$ 14,90",222.15 %,,0,0,
357,BRONZE EXPRESS LOCAO FOTOPROTETORA FPS 40 120G,12.11,12.11,"R$ 69,00","R$ 19,90",246.73 %,,0,0,
359,BRONZE EXPRESS OLEO BRONZEADOR FPS 6 140ML,5.73,5.73,"R$ 38,00","R$ 9,90",283.84 %,,0,0,
370,AROMA DI PERFUME P AMBIENTES E ROUPAS FLORES 240ML,9.00,9.00,"R$ 30,90","R$ 15,45",100.00 %,,0,0,
371,AROMA PERFUME Para AMBIEN E ROUPAS BAMBU 240ml,9.00,9.00,"R$ 30,90","R$ 15,45",100.00 %,,0,0,
380,HOT GEL MASSAGEM CORPORAL CEREJA COM CHAMPANHE,5.87,5.87,"R$ 27,00","R$ 9,90",172.73 %,,0,0,
381,HOT GEL PARA MASSAGEM CORPORAL CHOCOLATE COM LIMÃO,5.87,5.87,"R$ 27,00","R$ 9,90",172.73 %,,0,0,
382,HOT GEL PARA MASSAGEM CORPORAL MORANGO 75g,5.87,5.87,"R$ 27,00","R$ 9,90",172.73 %,,0,0,
399,DYNAMIC DES. ANTI EM CREME 50G - BISNAGA,5.00,5.46,"R$ 17,90","R$ 8,95",100.00 %,,0,0,
400,DYNAMIC DESODORANTE ANTI EM CREME 50GRS - POTE,2.63,2.63,"R$ 15,20","R$ 4,99",204.61 %,,0,0,
415,ADELAIDE EM FLOR ROSA COLOMBIANA DESOD.COL. 50ML,12.44,12.44,"R$ 80,00","R$ 19,90",302.01 %,,0,0,
417,ADELAIDE FLOR DE LOTUS DESOD. COL. 50ML,12.44,12.44,"R$ 80,00","R$ 19,90",302.01 %,,0,0,
418,BLACK DESODORANTE COLONIA 100 ML,12.11,12.11,"R$ 69,00","R$ 19,90",246.73 %,,0,0,
420,DYNAMIC DESODORANTE ANTI ROLL-ON 70ML,5.00,5.00,"R$ 17,30","R$ 8,65",100.00 %,,0,0,
450,BODY SPLASH DESOD CORP ICE PURPLE ALFAZEMA 240ML,5.98,5.98,"R$ 29,80","R$ 9,90",201.01 %,,0,0,
451,BODY SPLASH DESOD CORPORAL ICE ROSE ACALANTO 240ML,5.98,5.98,"R$ 29,80","R$ 9,90",201.01 %,,0,0,
452,BODY SPLASH DESOD CORPORAL ICE BLUE MUSK 24OML,5.98,5.98,"R$ 29,80","R$ 9,90",201.01 %,,0,0,
480,SHAMPOO CAB RESS. QUEBR. NOTARIS 300ml,6.10,6.10,"R$ 29,20","R$ 9,90",194.95 %,,0,0,
484,CONDICIONADOR NOTARIS 300ML,6.10,6.10,"R$ 29,20","R$ 9,90",194.95 %,,0,0,
485,MASCARA CAPILAR NOTARIS 150 ML,5.59,5.59,"R$ 24,80","R$ 9,90",150.51 %,,0,0,
486,REPARADOR DE PONTAS NOTARIS 30 ML,5.20,5.20,"R$ 27,40","R$ 8,90",207.87 %,,0,0,
580,HINODE SENSAÇÕES HIDRAT. DES. CORP. TERNURA 300M,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
581,HINODE SENSAÇÕES HIDRAT. DES. CORP. SUBLIME 300ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
582,HINODE SENSAÇÕES HIDRAT. DES. CORP. SEDUÇÃO 300ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
583,HINODE SENSAÇÕES HIDRAT.CORP.DREAM VANILLA 300ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
584,HINODE SENSAÇÕES HIDRAT. DES. CORP. POÉSIE 300ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
585,HINODE SENSAÇÕES HIDRAT. DES.CORP.ENVOLVENTE 300ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
586,HINODE SENSAÇÕES HIDRAT. DES. CORP. ÉCLAT 300 ML,8.74,8.74,"R$ 44,30","R$ 14,90",197.32 %,,0,0,
587,HINODE SENSAÇÕES SABONETE EM BARRA TERNURA,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
588,HINODE SENSAÇÕES SABONETE EM BARRA SUBLIME,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
589,HINODE SENSAÇÕES SABONETE EM BARRA SEDUÇÃO,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
590,HINODE SENSAÇÕES SABONETE EM BARRA DREAM VANILLA,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
591,HINODE SENSAÇÕES SABONETE EM BARRA POESIE,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
592,HINODE SENSAÇÕES SABONETE EM BARRA ENVOLVENTE,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
593,HINODE SENSAÇÕES SABONETE EM BARRA ÉCLAT,2.74,2.74,"R$ 21,90","R$ 5,99",265.61 %,,0,0,
652,BLACK CREME DE BARBEAR 85G,3.55,3.55,"R$ 23,60","R$ 5,99",293.99 %,,0,0,
653,BLACK GEL APOS BARBA 100G,3.34,3.34,"R$ 21,50","R$ 5,99",258.93 %,,0,0,
655,KIT AMOSTRAS DE FRAGRÂNCIAS,.00,.00,"R$ 59,90","R$ 59,90",0.00 %,,0,0,
688,SMELL LOCAO HIDR DESOD CORP SUSPIRO DE LIMAO 200ML,5.96,5.96,"R$ 29,90","R$ 9,90",202.02 %,,0,0,
692,SMELL LOCAO HIDR DESOD CORP MOUSSE MARACUJA 200ML,5.96,5.96,"R$ 29,90","R$ 9,90",202.02 %,,0,0,
833,SACOLA PLASTICA GD. - 50 UN,.00,.00,"R$ 18,00","R$ 18,00",0.00 %,,0,0,
837,SACOLA HINODE GD AMARELA 10 UNIDADES,.00,.00,"R$ 5,50","R$ 5,50",0.00 %,,0,0,
850,SACOLA PLASTICA PQ - 50 UN,.00,.00,"R$ 20,00","R$ 20,00",0.00 %,,0,0,
851,SACOLA PLASTICA PQ BRANCA 50 UN,.00,.00,"R$ 14,00","R$ 14,00",0.00 %,,0,0,
852,SACOLA PLASTICA MEDIA BRANCA 50 UN,.00,.00,"R$ 15,00","R$ 15,00",0.00 %,,0,0,
870,FRASQUEIRA HINODE,.00,.00,"R$ 70,00","R$ 70,00",0.00 %,,0,0,
930,LENÇO SEDA LEVE BRANCO,.00,.00,"R$ 5,00","R$ 5,00",0.00 %,,0,0,
931,LENÇO SEDA LEVE AMARELO,.00,.00,"R$ 5,00","R$ 5,00",0.00 %,,0,0,
945,"BANNER GLI OMBRETTI - 0,70 X 1,0",4.50,4.50,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
946,"BANNER PASSIONE - 0,70 X 1,0",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
952,CADERNO GRUPO HINODE,.00,.00,"R$ 20,00","R$ 20,00",0.00 %,,0,0,
955,TOALHA DE BANHO HINODE BRANCA BORDADA GR,.00,.00,"R$ 29,90","R$ 29,90",0.00 %,,0,0,
957,"TOALHA DE MESA CETIN BRANCA 2,00 X 1,40",.00,.00,"R$ 90,00","R$ 80,00",12.50 %,,0,0,
1004,BLOCO DE PEDIDOS,.00,.00,"R$ 6,00","R$ 6,00",0.00 %,,0,0,
1013,CATÁLOGO UNIVERSO DA BELEZA HINODE,.00,.00,"R$ 6,00","R$ 6,00",0.00 %,,0,0,
1104,KIT CABELOS BEM CUIDADOS,18.20,18.20,"R$ 58,50","R$ 35,10",66.67 %,,0,0,
1135,DESODORANTE ROLL-ON ERVA DOCE S/ PERF. 80ML,3.52,3.52,"R$ 20,40","R$ 5,99",240.57 %,,0,0,
1503,"BANNER ILEG - 070 X 1,0",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
1504,"BANNER JOLI - 0,70 X 1,0",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
1506,"BANNER TRADUÇÕES GOLD - 0,70 X 1,0",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
1513,"BANNER C-NOVA (MULHER) - 0,70 X 1,0",.00,.00,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
1521,"BANNER SENSAÇÕES - 0,70 x 1,00",4.50,4.50,"R$ 48,00","R$ 48,00",0.00 %,,0,0,
2028,INFORMATIVO FLIPCHART,.00,.00,"R$ 30,00","R$ 30,00",0.00 %,,0,0,
2301,TRADUCOES GOLD Nº 1 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2302,TRADUCOES GOLD Nº 2 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2303,TRADUCOES GOLD Nº 3 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2304,TRADUCOES GOLD Nº 4 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2305,TRADUCOES GOLD Nº 5 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2306,TRADUCOES GOLD Nº 6 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2307,TRADUCOES GOLD Nº 7 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2308,TRADUCOES GOLD Nº 8 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2309,TRADUCOES GOLD Nº 9 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2310,TRADUCOES GOLD Nº 10 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2312,TRADUCOES GOLD Nº 12 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2313,TRADUCOES GOLD Nº 13 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2314,TRADUCOES GOLD Nº 14 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2316,TRADUCOES GOLD Nº 16 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2317,TRADUCOES GOLD Nº 17 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2318,TRADUCOES GOLD Nº 18 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2319,TRADUCOES GOLD Nº 19 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2320,TRADUCOES GOLD Nº 20 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2321,TRADUCOES GOLD Nº 21 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2322,TRADUCOES GOLD Nº 22 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2323,TRADUCOES GOLD Nº 23 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2324,TRADUCOES GOLD Nº 24 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2326,TRADUCOES GOLD Nº 26 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2328,TRADUCOES GOLD Nº 28 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2329,TRADUCOES GOLD Nº 29 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2330,TRADUCOES GOLD Nº 30 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2331,TRADUCOES GOLD N 31 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2332,TRADUCOES GOLD Nº 32 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2337,TRADUCOES GOLD Nº 37 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2342,TRADUCOES GOLD Nº 42 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2343,TRADUCOES GOLD Nº 43 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2345,TRADUCOES GOLD Nº 45 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2346,TRADUCOES GOLD Nº 46 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2347,TRADUCOES GOLD Nº 47 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2351,TRADUCOES GOLD Nº 51 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2353,TRADUCOES GOLD Nº 53 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2355,TRADUCOES GOLD Nº 55 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2356,TRADUCOES GOLD Nº 56 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2357,TRADUCOES GOLD Nº 57 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2358,TRADUCOES GOLD Nº 58 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2359,TRADUCOES GOLD Nº 59 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2360,TRADUCOES GOLD Nº 60 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2361,TRADUCOES GOLD Nº 61 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2362,TRADUCOES GOLD Nº 62 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2363,TRADUCOES GOLD Nº 63 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
2364,TRADUCOES GOLD Nº 64 100 ML,30.80,30.80,"R$ 129,90","R$ 39,90",225.56 %,,0,0,
7000,KIT DE NEGÓCIOS,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
7104,BOLSA KIT PLUS / TOP,.00,.00,"R$ 90,00","R$ 90,00",0.00 %,,0,0,
7107,BOLSA KIT PLUS / TOP - CONSIG,.00,.00,"R$ 90,00","R$ 90,00",0.00 %,,0,0,
7255,BOX EXECUTIVO TOP,.00,.00,"R$ 45,00","R$ 45,00",0.00 %,,0,0,
7350,KIT DE NEGÓCIO,.00,.00,"R$ 99,00","R$ 99,00",0.00 %,,0,0,
10100,ETERNA HINODE 100 ML,42.00,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10102,EMPIRE HINODE 100 ML,33.00,33.00,"R$ 120,00","R$ 60,00",100.00 %,,0,0,
10103,ETERNA BLUE HINODE 100 ML,42.00,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10104,EMPIRE INTENSE HINODE 100 ML,33.00,33.00,"R$ 120,00","R$ 60,00",100.00 %,,0,0,
10105,GRACE HINODE 100 ML,43.00,45.76,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10106,GRAND HINODE 100 ML,42.00,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10107,GRACE MIDNIGHT HINODE 100 ML,43.00,43.00,"R$ 149,00","R$ 74,50",100.00 %,1,"R$ 149,00","R$ 74,50",
10108,GRAND NOIR HINODE 100 ML,43.24,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10109,ETERNA CRYSTAL 100ML,42.00,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10110,EMPIRE VIP 100ML,33.00,33.00,"R$ 120,00","R$ 60,00",100.00 %,,0,0,
10111,FEELIN FOR HIM,40.00,40.00,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10112,FEELIN FOR HER,40.00,40.00,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10113,EMPIRE SPORT HINODE 100 ML,33.00,33.00,"R$ 120,00","R$ 60,00",100.00 %,,0,0,
10114,DAZZLE 60 ML,31.00,31.00,"R$ 110,00","R$ 55,00",100.00 %,,0,0,
10115,FEELIN SEXY FEM,40.00,40.00,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10116,FEELIN SEXY MASC,40.00,40.00,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10117,GRACE LA ROSE SUBLIME,43.00,45.76,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10118,DAZZLE CELEBRATION,31.00,31.00,"R$ 110,00","R$ 50,00",120.00 %,,0,0,
10119,INEBRIANTE,55.00,57.64,"R$ 240,00","R$ 120,00",100.00 %,2,"R$ 480,00","R$ 240,00",
10120,LESER,40.70,42.65,"R$ 240,00","R$ 88,80",170.27 %,1,"R$ 240,00","R$ 88,80",
10121,KIT MINI EMPIRE,44.00,44.00,"R$ 160,00","R$ 80,00",100.00 %,,0,0,
10122,HYPE FOR HIM,37.22,38.61,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10123,HYPE FOR HER,37.22,38.61,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10124,VENYX,41.38,41.38,"R$ 150,00","R$ 75,00",100.00 %,,0,0,
10125,ENIGMA,40.00,40.00,"R$ 145,00","R$ 72,50",100.00 %,1,"R$ 145,00","R$ 72,50",
10126,JOYFUL,27.00,27.00,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
10128,GRAND RESERVA,43.24,43.24,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10129,ETERNA NUIT,43.24,32.43,"R$ 104,25","R$ 52,13",99.98 %,,0,0,
10130,JOYFUL PARTY TIME,18.90,18.90,"R$ 69,90","R$ 34,95",100.00 %,,0,0,
10132,SHOWER GEL ENIGMA,5.50,5.50,"R$ 36,00","R$ 9,90",263.64 %,,0,0,
10133,REBELLE,38.27,38.27,"R$ 140,00","R$ 70,00",100.00 %,,0,0,
10134,NEW EMPIRE,44.11,44.11,"R$ 150,00","R$ 75,00",100.00 %,3,"R$ 450,00","R$ 225,00",
10135,NEW EMPIRE SPORT,44.11,44.11,"R$ 150,00","R$ 75,00",100.00 %,1,"R$ 150,00","R$ 75,00",
10136,NEW EMPIRE VIP,44.11,44.11,"R$ 150,00","R$ 75,00",100.00 %,,0,0,
10137,NEW EMPIRE INTENSE,44.11,44.11,"R$ 150,00","R$ 75,00",100.00 %,,0,0,
10138,EMPIRE GOLD,44.11,44.11,"R$ 150,00","R$ 75,00",100.00 %,,0,0,
10139,DEO COLONIA SPOT FOR HER,26.87,28.96,"R$ 139,00","R$ 52,13",166.64 %,2,"R$ 278,00","R$ 104,26",
10140,SPOT FOR HIM 75ML,35.83,38.61,"R$ 139,00","R$ 69,50",100.00 %,,0,0,
10141,DAZZLE SUMMER VIBES 60ML,7.64,7.64,"R$ 110,00","R$ 44,00",150.00 %,,0,0,
10142,LATTITUDE STAMINA 100ML,37.94,37.94,"R$ 129,00","R$ 64,50",100.00 %,4,"R$ 516,00","R$ 258,00",
10143,DAZZLE COLOR - FUSCIA 60 ML,26.17,27.27,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
10144,DAZZLE COLOR -VERMELHO -60ML,26.17,27.27,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
10145,ELLA JUICY 100ML,36.76,37.94,"R$ 129,00","R$ 64,50",100.00 %,2,"R$ 258,00","R$ 129,00",
10146,DAZZLE COLOR - CHAMPANGNE -60 ML,26.17,27.27,"R$ 99,00","R$ 49,50",100.00 %,,0,0,
10147,DEO COLONIA VENYX L´OR 100ML,30.84,30.84,"R$ 150,00","R$ 55,50",170.27 %,,0,0,
10149,FEELIN IMPULSE FOR HIM,41.39,41.39,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10150,FEELIN IMPULSE FOR HER,41.39,41.39,"R$ 149,00","R$ 74,50",100.00 %,,0,0,
10151,DEO COLONIA H-MEN,29.12,28.38,"R$ 99,00","R$ 49,50",100.00 %,1,"R$ 99,00","R$ 49,50",
10152,DEO COLONIA LATTITUDE ORIGINI,37.94,37.94,"R$ 129,00","R$ 64,50",100.00 %,1,"R$ 129,00","R$ 64,50",
